Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-13 04:00:00-05:00,92.95,92.96,92.55,92.7,0,0.0,0.0
2025-01-13 04:01:00-05:00,92.87,93.0,92.7,92.87,0,0.0,0.0
2025-01-13 04:02:00-05:00,92.87,92.88,92.8,92.8,0,0.0,0.0
2025-01-13 04:03:00-05:00,92.81,92.85,92.81,92.84,0,0.0,0.0
2025-01-13 04:04:00-05:00,92.85,92.87,92.83,92.87,0,0.0,0.0
2025-01-13 04:05:00-05:00,92.83,92.85,92.8,92.8,0,0.0,0.0
2025-01-13 04:07:00-05:00,92.71,92.75,92.71,92.75,0,0.0,0.0
2025-01-13 04:08:00-05:00,92.8,92.8,92.71,92.71,0,0.0,0.0
2025-01-13 04:09:00-05:00,92.76,92.76,92.76,92.76,0,0.0,0.0
2025-01-13 04:10:00-05:00,92.75,92.75,92.75,92.75,0,0.0,0.0
2025-01-13 04:11:00-05:00,92.8,92.8,92.8,92.8,0,0.0,0.0
2025-01-13 04:12:00-05:00,92.8,92.84,92.78,92.84,0,0.0,0.0
2025-01-13 04:13:00-05:00,92.74,92.8,92.74,92.8,0,0.0,0.0
2025-01-13 04:14:00-05:00,92.79,92.79,92.79,92.79,0,0.0,0.0
2025-01-13 04:15:00-05:00,92.8,92.8,92.8,92.8,0,0.0,0.0
2025-01-13 04:16:00-05:00,92.8,92.8,92.8,92.8,0,0.0,0.0
2025-01-13 04:17:00-05:00,92.75,92.75,92.74,92.74,0,0.0,0.0
2025-01-13 04:18:00-05:00,92.75,92.75,92.7,92.73,0,0.0,0.0
2025-01-13 04:19:00-05:00,92.71,92.71,92.7,92.7,0,0.0,0.0
2025-01-13 04:20:00-05:00,92.66,92.66,92.66,92.66,0,0.0,0.0
2025-01-13 04:21:00-05:00,92.7,92.7,92.7,92.7,0,0.0,0.0
2025-01-13 04:22:00-05:00,92.7,92.71,92.7,92.71,0,0.0,0.0
2025-01-13 04:23:00-05:00,92.71,92.75,92.71,92.74,0,0.0,0.0
2025-01-13 04:24:00-05:00,92.71,92.71,92.7,92.7,0,0.0,0.0
2025-01-13 04:25:00-05:00,92.65,92.66,92.6,92.6,0,0.0,0.0
2025-01-13 04:26:00-05:00,92.6,92.6,92.6,92.6,0,0.0,0.0
2025-01-13 04:27:00-05:00,92.58,92.58,92.56,92.56,0,0.0,0.0
2025-01-13 04:28:00-05:00,92.57,92.57,92.55,92.55,0,0.0,0.0
2025-01-13 04:29:00-05:00,92.55,92.55,92.54,92.54,0,0.0,0.0
2025-01-13 04:30:00-05:00,92.54,92.54,92.54,92.54,0,0.0,0.0
2025-01-13 04:31:00-05:00,92.51,92.51,92.51,92.51,0,0.0,0.0
2025-01-13 04:32:00-05:00,92.55,92.55,92.55,92.55,0,0.0,0.0
2025-01-13 04:33:00-05:00,92.51,92.53,92.51,92.51,0,0.0,0.0
2025-01-13 04:34:00-05:00,92.5,92.53,92.5,92.51,0,0.0,0.0
2025-01-13 04:35:00-05:00,92.51,92.51,92.51,92.51,0,0.0,0.0
2025-01-13 04:36:00-05:00,92.5,92.51,92.5,92.51,0,0.0,0.0
2025-01-13 04:37:00-05:00,92.3,92.3,92.3,92.3,0,0.0,0.0
2025-01-13 04:38:00-05:00,92.5,92.55,92.49,92.52,0,0.0,0.0
2025-01-13 04:39:00-05:00,92.28,92.28,92.28,92.28,0,0.0,0.0
2025-01-13 04:40:00-05:00,92.49,92.5,92.46,92.5,0,0.0,0.0
2025-01-13 04:41:00-05:00,92.59,92.63,92.59,92.61,0,0.0,0.0
2025-01-13 04:42:00-05:00,92.61,92.61,92.61,92.61,0,0.0,0.0
2025-01-13 04:43:00-05:00,92.61,92.61,92.61,92.61,0,0.0,0.0
2025-01-13 04:46:00-05:00,92.74,92.79,92.74,92.79,0,0.0,0.0
2025-01-13 04:47:00-05:00,92.63,92.63,92.63,92.63,0,0.0,0.0
2025-01-13 04:49:00-05:00,92.63,92.63,92.63,92.63,0,0.0,0.0
2025-01-13 04:52:00-05:00,92.63,92.63,92.62,92.63,0,0.0,0.0
2025-01-13 04:53:00-05:00,92.63,92.79,92.63,92.63,0,0.0,0.0
2025-01-13 04:56:00-05:00,92.63,92.63,92.63,92.63,0,0.0,0.0
2025-01-13 04:57:00-05:00,92.79,92.79,92.79,92.79,0,0.0,0.0
2025-01-13 04:59:00-05:00,92.63,92.68,92.63,92.68,0,0.0,0.0
2025-01-13 05:00:00-05:00,92.63,92.63,92.62,92.62,0,0.0,0.0
2025-01-13 05:02:00-05:00,92.68,92.79,92.68,92.74,0,0.0,0.0
2025-01-13 05:05:00-05:00,92.76,92.79,92.76,92.79,0,0.0,0.0
2025-01-13 05:06:00-05:00,92.76,92.76,92.64,92.64,0,0.0,0.0
2025-01-13 05:09:00-05:00,92.75,92.75,92.75,92.75,0,0.0,0.0
2025-01-13 05:10:00-05:00,92.7,92.75,92.63,92.75,0,0.0,0.0
2025-01-13 05:11:00-05:00,92.64,92.64,92.64,92.64,0,0.0,0.0
2025-01-13 05:12:00-05:00,92.64,92.64,92.64,92.64,0,0.0,0.0
2025-01-13 05:13:00-05:00,92.65,92.75,92.65,92.75,0,0.0,0.0
2025-01-13 05:15:00-05:00,92.75,92.75,92.75,92.75,0,0.0,0.0
2025-01-13 05:16:00-05:00,92.65,92.77,92.65,92.77,0,0.0,0.0
2025-01-13 05:18:00-05:00,92.71,92.77,92.71,92.71,0,0.0,0.0
2025-01-13 05:19:00-05:00,92.71,92.76,92.68,92.68,0,0.0,0.0
2025-01-13 05:21:00-05:00,92.75,92.75,92.72,92.72,0,0.0,0.0
2025-01-13 05:22:00-05:00,92.75,92.75,92.68,92.68,0,0.0,0.0
2025-01-13 05:23:00-05:00,92.77,92.77,92.72,92.72,0,0.0,0.0
2025-01-13 05:25:00-05:00,92.72,92.72,92.69,92.69,0,0.0,0.0
2025-01-13 05:26:00-05:00,92.68,92.68,92.68,92.68,0,0.0,0.0
2025-01-13 05:27:00-05:00,92.64,92.69,92.64,92.69,0,0.0,0.0
2025-01-13 05:28:00-05:00,92.64,92.64,92.64,92.64,0,0.0,0.0
2025-01-13 05:30:00-05:00,92.66,92.66,92.66,92.66,0,0.0,0.0
2025-01-13 05:31:00-05:00,92.66,92.66,92.65,92.66,0,0.0,0.0
2025-01-13 05:32:00-05:00,92.67,92.67,92.67,92.67,0,0.0,0.0
2025-01-13 05:33:00-05:00,92.67,92.69,92.67,92.69,0,0.0,0.0
2025-01-13 05:34:00-05:00,92.67,92.67,92.67,92.67,0,0.0,0.0
2025-01-13 05:35:00-05:00,92.65,92.65,92.65,92.65,0,0.0,0.0
2025-01-13 05:36:00-05:00,92.65,92.66,92.65,92.66,0,0.0,0.0
2025-01-13 05:38:00-05:00,92.67,92.7,92.66,92.66,0,0.0,0.0
2025-01-13 05:39:00-05:00,92.68,92.68,92.68,92.68,0,0.0,0.0
2025-01-13 05:40:00-05:00,92.7,92.7,92.7,92.7,0,0.0,0.0
2025-01-13 05:41:00-05:00,92.7,92.7,92.7,92.7,0,0.0,0.0
2025-01-13 05:42:00-05:00,92.68,92.68,92.68,92.68,0,0.0,0.0
2025-01-13 05:44:00-05:00,92.7,92.72,92.67,92.67,0,0.0,0.0
2025-01-13 05:46:00-05:00,92.68,92.68,92.68,92.68,0,0.0,0.0
2025-01-13 05:48:00-05:00,92.7,92.7,92.69,92.69,0,0.0,0.0
2025-01-13 05:49:00-05:00,92.69,92.69,92.69,92.69,0,0.0,0.0
2025-01-13 05:50:00-05:00,92.67,92.7,92.67,92.68,0,0.0,0.0
2025-01-13 05:53:00-05:00,92.7,92.7,92.7,92.7,0,0.0,0.0
2025-01-13 05:54:00-05:00,92.7,92.7,92.7,92.7,0,0.0,0.0
2025-01-13 05:55:00-05:00,92.71,92.71,92.71,92.71,0,0.0,0.0
2025-01-13 05:56:00-05:00,92.71,92.71,92.7,92.7,0,0.0,0.0
2025-01-13 05:59:00-05:00,92.71,92.71,92.71,92.71,0,0.0,0.0
2025-01-13 06:03:00-05:00,92.68,92.7,92.68,92.7,0,0.0,0.0
2025-01-13 06:05:00-05:00,92.68,92.68,92.68,92.68,0,0.0,0.0
2025-01-13 06:08:00-05:00,92.7,92.7,92.68,92.68,0,0.0,0.0
2025-01-13 06:09:00-05:00,92.67,92.69,92.67,92.69,0,0.0,0.0
2025-01-13 06:10:00-05:00,92.69,92.69,92.69,92.69,0,0.0,0.0
2025-01-13 06:12:00-05:00,92.68,92.68,92.68,92.68,0,0.0,0.0
2025-01-13 06:14:00-05:00,92.7,92.7,92.68,92.7,0,0.0,0.0
2025-01-13 06:17:00-05:00,92.7,92.7,92.7,92.7,0,0.0,0.0
2025-01-13 06:18:00-05:00,92.7,92.71,92.7,92.71,0,0.0,0.0
2025-01-13 06:19:00-05:00,92.71,92.71,92.71,92.71,0,0.0,0.0
2025-01-13 06:21:00-05:00,92.71,92.72,92.71,92.72,0,0.0,0.0
2025-01-13 06:26:00-05:00,92.72,92.72,92.68,92.69,0,0.0,0.0
2025-01-13 06:27:00-05:00,92.71,92.71,92.71,92.71,0,0.0,0.0
2025-01-13 06:28:00-05:00,92.7,92.7,92.7,92.7,0,0.0,0.0
2025-01-13 06:29:00-05:00,92.69,92.69,92.66,92.66,0,0.0,0.0
2025-01-13 06:31:00-05:00,92.65,92.65,92.65,92.65,0,0.0,0.0
2025-01-13 06:32:00-05:00,92.65,92.65,92.65,92.65,0,0.0,0.0
2025-01-13 06:33:00-05:00,92.67,92.67,92.63,92.63,0,0.0,0.0
2025-01-13 06:34:00-05:00,92.64,92.64,92.64,92.64,0,0.0,0.0
2025-01-13 06:36:00-05:00,92.64,92.64,92.63,92.63,0,0.0,0.0
2025-01-13 06:37:00-05:00,92.62,92.62,92.62,92.62,0,0.0,0.0
2025-01-13 06:38:00-05:00,92.63,92.66,92.61,92.63,0,0.0,0.0
2025-01-13 06:39:00-05:00,92.63,92.63,92.6,92.6,0,0.0,0.0
2025-01-13 06:40:00-05:00,92.63,92.66,92.63,92.66,0,0.0,0.0
2025-01-13 06:43:00-05:00,92.66,92.66,92.66,92.66,0,0.0,0.0
2025-01-13 06:47:00-05:00,92.65,92.67,92.65,92.67,0,0.0,0.0
2025-01-13 06:49:00-05:00,92.66,92.67,92.66,92.67,0,0.0,0.0
2025-01-13 06:50:00-05:00,92.67,92.67,92.67,92.67,0,0.0,0.0
2025-01-13 06:51:00-05:00,92.67,92.67,92.67,92.67,0,0.0,0.0
2025-01-13 06:52:00-05:00,92.67,92.67,92.67,92.67,0,0.0,0.0
2025-01-13 06:53:00-05:00,92.68,92.69,92.68,92.69,0,0.0,0.0
2025-01-13 06:54:00-05:00,92.67,92.67,92.67,92.67,0,0.0,0.0
2025-01-13 06:56:00-05:00,92.68,92.68,92.68,92.68,0,0.0,0.0
2025-01-13 06:58:00-05:00,92.69,92.71,92.69,92.71,0,0.0,0.0
2025-01-13 06:59:00-05:00,92.67,92.67,92.67,92.67,0,0.0,0.0
2025-01-13 07:00:00-05:00,92.76,92.8,92.71,92.75,0,0.0,0.0
2025-01-13 07:01:00-05:00,92.77,92.77,92.77,92.77,0,0.0,0.0
2025-01-13 07:02:00-05:00,92.78,92.8,92.77,92.8,0,0.0,0.0
2025-01-13 07:03:00-05:00,92.78,92.8,92.78,92.8,0,0.0,0.0
2025-01-13 07:04:00-05:00,92.8,92.81,92.76,92.81,0,0.0,0.0
2025-01-13 07:05:00-05:00,92.8,92.8,92.76,92.76,0,0.0,0.0
2025-01-13 07:06:00-05:00,92.77,92.77,92.76,92.76,0,0.0,0.0
2025-01-13 07:07:00-05:00,92.82,92.82,92.77,92.77,0,0.0,0.0
2025-01-13 07:08:00-05:00,92.82,92.82,92.82,92.82,0,0.0,0.0
2025-01-13 07:09:00-05:00,92.77,92.77,92.76,92.76,0,0.0,0.0
2025-01-13 07:10:00-05:00,92.8,92.8,92.78,92.78,0,0.0,0.0
2025-01-13 07:11:00-05:00,92.78,92.78,92.77,92.77,0,0.0,0.0
2025-01-13 07:12:00-05:00,92.77,92.77,92.77,92.77,0,0.0,0.0
2025-01-13 07:13:00-05:00,92.77,92.77,92.77,92.77,0,0.0,0.0
2025-01-13 07:14:00-05:00,92.8,92.8,92.77,92.77,0,0.0,0.0
2025-01-13 07:16:00-05:00,92.8,92.8,92.77,92.77,0,0.0,0.0
2025-01-13 07:17:00-05:00,92.78,92.78,92.78,92.78,0,0.0,0.0
2025-01-13 07:24:00-05:00,92.79,92.79,92.78,92.78,0,0.0,0.0
2025-01-13 07:25:00-05:00,92.79,92.79,92.79,92.79,0,0.0,0.0
2025-01-13 07:26:00-05:00,92.79,92.79,92.79,92.79,0,0.0,0.0
2025-01-13 07:28:00-05:00,92.79,92.79,92.79,92.79,0,0.0,0.0
2025-01-13 07:31:00-05:00,92.82,92.82,92.8,92.8,0,0.0,0.0
2025-01-13 07:32:00-05:00,92.82,92.87,92.82,92.85,0,0.0,0.0
2025-01-13 07:36:00-05:00,92.87,92.87,92.87,92.87,0,0.0,0.0
2025-01-13 07:37:00-05:00,92.88,92.88,92.88,92.88,0,0.0,0.0
2025-01-13 07:41:00-05:00,92.87,92.9,92.87,92.9,0,0.0,0.0
2025-01-13 07:42:00-05:00,92.88,92.99,92.83,92.93,0,0.0,0.0
2025-01-13 07:43:00-05:00,92.94,92.95,92.94,92.95,0,0.0,0.0
2025-01-13 07:45:00-05:00,92.94,92.98,92.94,92.98,0,0.0,0.0
2025-01-13 07:48:00-05:00,92.92,92.94,92.92,92.94,0,0.0,0.0
2025-01-13 07:50:00-05:00,92.89,92.89,92.89,92.89,0,0.0,0.0
2025-01-13 07:51:00-05:00,92.9,92.9,92.9,92.9,0,0.0,0.0
2025-01-13 07:52:00-05:00,92.89,92.89,92.89,92.89,0,0.0,0.0
2025-01-13 07:55:00-05:00,92.9,92.9,92.9,92.9,0,0.0,0.0
2025-01-13 07:56:00-05:00,92.9,92.9,92.9,92.9,0,0.0,0.0
2025-01-13 07:58:00-05:00,92.89,92.89,92.88,92.88,0,0.0,0.0
2025-01-13 07:59:00-05:00,92.87,92.87,92.87,92.87,0,0.0,0.0
2025-01-13 08:00:00-05:00,92.78,92.9955,92.4,92.7152,0,0.0,0.0
2025-01-13 08:01:00-05:00,92.6848,92.99,92.6083,92.8,0,0.0,0.0
2025-01-13 08:02:00-05:00,92.81,92.88,92.77,92.77,0,0.0,0.0
2025-01-13 08:03:00-05:00,92.88,92.88,92.76,92.76,0,0.0,0.0
2025-01-13 08:04:00-05:00,92.88,92.88,92.802,92.802,0,0.0,0.0
2025-01-13 08:05:00-05:00,93.0,93.0,92.8,92.8,0,0.0,0.0
2025-01-13 08:06:00-05:00,92.85,92.85,92.81,92.81,0,0.0,0.0
2025-01-13 08:07:00-05:00,92.87,92.87,92.87,92.87,0,0.0,0.0
2025-01-13 08:08:00-05:00,92.86,92.86,92.83,92.8599,0,0.0,0.0
2025-01-13 08:09:00-05:00,92.8205,92.8585,92.8,92.8585,0,0.0,0.0
2025-01-13 08:10:00-05:00,92.84,92.86,92.83,92.86,0,0.0,0.0
2025-01-13 08:11:00-05:00,92.83,92.87,92.8,92.87,0,0.0,0.0
2025-01-13 08:12:00-05:00,92.82,92.82,92.8,92.8008,0,0.0,0.0
2025-01-13 08:13:00-05:00,92.82,92.87,92.8,92.868,0,0.0,0.0
2025-01-13 08:14:00-05:00,92.87,92.87,92.8,92.85,0,0.0,0.0
2025-01-13 08:15:00-05:00,92.83,92.87,92.83,92.87,0,0.0,0.0
2025-01-13 08:16:00-05:00,92.81,92.87,92.81,92.8171,0,0.0,0.0
2025-01-13 08:17:00-05:00,92.87,92.87,92.87,92.87,0,0.0,0.0
2025-01-13 08:18:00-05:00,92.88,92.9,92.87,92.9,0,0.0,0.0
2025-01-13 08:19:00-05:00,92.85,92.85,92.85,92.85,0,0.0,0.0
2025-01-13 08:20:00-05:00,92.9,92.94,92.9,92.9368,0,0.0,0.0
2025-01-13 08:21:00-05:00,92.93,92.94,92.9245,92.9245,0,0.0,0.0
2025-01-13 08:22:00-05:00,92.92,92.9367,92.81,92.93,0,0.0,0.0
2025-01-13 08:23:00-05:00,92.93,92.93,92.9,92.93,0,0.0,0.0
2025-01-13 08:24:00-05:00,92.94,92.94,92.81,92.81,0,0.0,0.0
2025-01-13 08:25:00-05:00,92.8255,92.93,92.81,92.9,0,0.0,0.0
2025-01-13 08:26:00-05:00,92.8132,92.94,92.81,92.93,0,0.0,0.0
2025-01-13 08:27:00-05:00,92.9,92.94,92.9,92.94,0,0.0,0.0
2025-01-13 08:28:00-05:00,92.8441,92.8441,92.8441,92.8441,0,0.0,0.0
2025-01-13 08:29:00-05:00,92.875,92.9,92.8173,92.85,0,0.0,0.0
2025-01-13 08:30:00-05:00,92.93,92.94,92.85,92.85,0,0.0,0.0
2025-01-13 08:31:00-05:00,92.875,92.875,92.875,92.875,0,0.0,0.0
2025-01-13 08:32:00-05:00,92.8132,92.85,92.8132,92.8132,0,0.0,0.0
2025-01-13 08:33:00-05:00,92.8255,92.9367,92.81,92.9367,0,0.0,0.0
2025-01-13 08:34:00-05:00,92.9,92.9,92.9,92.9,0,0.0,0.0
2025-01-13 08:35:00-05:00,92.9,92.9,92.83,92.9,0,0.0,0.0
